temperatura,umidade,velocidade_vento,precipitacao_mm,dias_sem_chuva,brilho,frp,confianca,ndvi,declividade,bioma,estado,estacao_seca,vento_forte,alto_risco
25.4,69.0,7.6,0.0,30,336.6,13.8,65.0,0.5,15.8,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,337.5,10.1,65.0,0.5,11.8,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,347.9,4.1,65.0,0.5,12.9,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,339.7,4.1,65.0,0.5,7.9,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,342.2,6.3,65.0,0.5,0.7,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,351.9,11.5,65.0,0.5,13.5,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,337.6,3.2,65.0,0.5,18.7,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,349.4,9.7,65.0,0.5,15.6,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,367.0,14.8,95.0,0.5,0.1,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,335.4,4.1,65.0,0.5,2.4,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,345.9,12.1,65.0,0.5,5.8,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,329.6,2.9,65.0,0.5,2.0,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,332.3,4.1,65.0,0.5,10.2,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,367.0,8.9,95.0,0.5,12.0,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,335.0,8.9,65.0,0.5,2.8,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,340.1,11.9,65.0,0.5,13.9,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,367.0,18.3,95.0,0.5,13.0,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,348.7,10.4,65.0,0.5,7.3,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,336.0,4.9,65.0,0.5,9.1,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,341.0,5.9,65.0,0.5,0.3,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,342.0,5.9,65.0,0.5,8.3,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,346.6,18.3,65.0,0.5,10.0,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,336.5,18.3,65.0,0.5,10.8,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,341.8,11.3,65.0,0.5,11.9,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,336.5,3.5,65.0,0.7,11.2,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,336.4,9.3,65.0,0.7,8.7,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,333.2,3.7,65.0,0.8,11.4,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,341.0,6.8,65.0,0.8,15.0,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,332.9,2.3,65.0,0.8,9.5,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,332.0,4.1,65.0,0.8,11.6,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,330.6,5.6,65.0,0.8,9.1,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,334.9,4.1,65.0,0.8,6.8,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,335.9,4.4,65.0,0.8,12.6,Amazonia,AM,0,0,1
25.4,69.0,7.6,0.0,30,342.5,4.4,65.0,0.8,7.2,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,330.8,7.1,65.0,0.8,11.9,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,333.4,5.3,65.0,0.8,10.1,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,336.2,8.3,65.0,0.8,8.5,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,337.9,3.8,65.0,0.8,8.4,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,342.1,18.0,65.0,0.8,7.5,Amazonia,AM,0,0,1
25.4,69.0,7.6,0.0,30,338.9,18.0,65.0,0.8,1.8,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,346.1,18.0,65.0,0.8,11.9,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,347.1,7.0,65.0,0.8,11.2,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,343.0,5.5,65.0,0.8,14.2,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,332.2,3.0,65.0,0.8,7.3,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,339.1,3.0,65.0,0.8,19.5,Amazonia,AM,0,0,1
25.4,69.0,7.6,0.0,30,330.0,3.0,65.0,0.8,8.1,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,329.4,4.5,65.0,0.8,5.6,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,334.2,6.2,65.0,0.8,5.0,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,330.0,2.3,65.0,0.8,1.3,Amazonia,AM,0,0,1
25.4,69.0,7.6,0.0,30,338.9,4.6,65.0,0.8,17.7,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,338.9,4.6,65.0,0.8,16.9,Amazonia,AM,0,0,1
25.4,69.0,7.6,0.0,30,334.3,5.1,65.0,0.8,13.0,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,334.6,2.9,65.0,0.8,5.5,Amazonia,AM,0,0,1
25.4,69.0,7.6,0.0,30,329.4,2.9,65.0,0.8,19.1,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,334.9,4.6,65.0,0.8,8.2,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,330.3,2.9,65.0,0.8,8.7,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,329.3,4.7,65.0,0.8,17.2,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,329.0,0.2,65.0,0.8,13.3,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,352.1,9.5,65.0,0.8,21.0,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,337.6,10.9,65.0,0.8,11.2,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,356.7,11.2,65.0,0.8,8.0,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,356.6,10.5,65.0,0.8,6.9,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,329.8,4.0,65.0,0.8,0.8,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,334.3,4.0,65.0,0.8,8.6,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,343.4,5.0,65.0,0.8,15.7,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,334.3,2.9,65.0,0.8,13.0,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,332.4,7.0,65.0,0.8,10.1,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,348.0,14.6,65.0,0.8,5.0,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,367.0,26.7,95.0,0.8,11.1,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,367.0,29.6,95.0,0.8,15.1,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,329.4,2.3,65.0,0.8,12.2,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,330.3,2.2,65.0,0.8,10.8,Amazonia,AM,0,0,1
25.4,69.0,7.6,0.0,30,327.8,1.5,65.0,0.8,6.0,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,331.0,2.6,65.0,0.8,14.3,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,367.0,14.7,95.0,0.8,0.0,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,349.0,5.2,65.0,0.8,11.9,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,356.3,4.3,65.0,0.8,22.9,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,344.8,5.2,65.0,0.8,2.5,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,338.2,4.3,65.0,0.8,8.8,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,330.6,3.3,65.0,0.8,10.0,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,331.2,2.2,65.0,0.8,7.7,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,332.0,5.8,65.0,0.8,15.2,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,330.4,4.0,65.0,0.8,12.4,Amazonia,AM,0,0,1
25.4,69.0,7.6,0.0,30,340.7,5.3,65.0,0.8,10.8,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,333.0,2.9,65.0,0.8,14.0,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,327.4,2.9,65.0,0.8,10.1,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,325.7,1.2,65.0,0.8,25.9,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,335.4,11.7,65.0,0.5,10.8,Desconhecido,??,0,0,0
25.4,69.0,7.6,0.0,30,342.3,15.4,65.0,0.5,11.0,Desconhecido,??,0,0,1
25.4,69.0,7.6,0.0,30,367.0,16.4,95.0,0.5,1.4,Desconhecido,??,0,0,0
25.4,69.0,7.6,0.0,30,295.7,0.4,65.0,0.3,7.3,Caatinga,BA,0,0,0
25.4,69.0,7.6,0.0,30,301.2,0.9,65.0,0.3,15.7,Caatinga,BA,0,0,0
25.4,69.0,7.6,0.0,30,321.0,2.5,65.0,0.7,3.3,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,326.5,3.2,65.0,0.7,0.0,Mata Atlantica,BA,0,0,1
25.4,69.0,7.6,0.0,30,320.5,2.3,65.0,0.7,10.2,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,333.0,3.2,65.0,0.7,16.9,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,302.2,1.0,65.0,0.7,10.2,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,300.4,0.5,65.0,0.7,8.3,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,306.1,0.9,65.0,0.7,0.7,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,302.4,0.9,65.0,0.3,12.3,Caatinga,BA,0,0,1
25.4,69.0,7.6,0.0,30,316.5,8.5,65.0,0.7,13.3,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,367.0,8.5,95.0,0.7,1.1,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,367.0,15.0,95.0,0.7,15.7,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,321.1,3.6,65.0,0.7,13.8,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,367.0,3.6,95.0,0.7,15.7,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,301.7,0.6,65.0,0.3,12.9,Caatinga,BA,0,0,0
25.4,69.0,7.6,0.0,30,304.9,0.8,65.0,0.7,13.3,Mata Atlantica,BA,0,0,1
25.4,69.0,7.6,0.0,30,315.8,1.2,65.0,0.7,12.6,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,312.1,1.2,65.0,0.7,14.3,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,306.1,1.2,65.0,0.7,0.9,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,323.5,2.1,65.0,0.7,2.5,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,335.1,3.8,65.0,0.7,6.3,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,307.3,2.1,65.0,0.7,9.4,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,309.6,3.7,65.0,0.7,11.9,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,349.7,5.8,65.0,0.7,11.6,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,345.3,3.7,65.0,0.7,15.6,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,312.3,5.2,65.0,0.7,15.7,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,307.6,1.4,65.0,0.7,5.6,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,304.1,1.2,65.0,0.7,11.2,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,306.3,1.3,65.0,0.7,5.8,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,305.1,3.3,65.0,0.7,9.1,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,333.0,3.3,65.0,0.7,11.6,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,351.5,9.5,65.0,0.7,0.0,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,308.3,2.9,65.0,0.7,22.1,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,350.9,8.2,65.0,0.7,12.8,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,329.8,6.3,65.0,0.7,7.0,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,338.1,8.2,65.0,0.7,19.6,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,355.0,6.3,65.0,0.7,8.3,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,324.1,11.7,65.0,0.7,10.7,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,329.2,8.1,65.0,0.7,7.6,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,312.1,8.1,65.0,0.7,18.3,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,367.0,11.7,95.0,0.7,9.5,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,340.6,8.1,65.0,0.7,10.7,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,367.0,11.7,95.0,0.7,16.0,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,367.0,8.1,95.0,0.7,12.9,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,367.0,13.3,95.0,0.7,9.7,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,367.0,16.2,95.0,0.7,15.6,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,323.6,13.3,65.0,0.7,22.7,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,345.1,16.2,65.0,0.7,11.6,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,303.6,0.8,65.0,0.7,10.6,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,328.4,3.2,65.0,0.7,10.9,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,321.6,2.5,65.0,0.7,16.6,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,301.6,1.0,65.0,0.7,7.0,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,302.0,1.0,65.0,0.7,8.6,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,299.8,1.1,65.0,0.8,2.3,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,301.7,1.1,65.0,0.8,4.1,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,333.5,2.3,65.0,0.7,7.4,Mata Atlantica,BA,0,0,1
25.4,69.0,7.6,0.0,30,310.5,2.3,65.0,0.7,9.7,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,301.7,2.0,65.0,0.7,18.8,Mata Atlantica,BA,0,0,1
25.4,69.0,7.6,0.0,30,307.9,0.7,65.0,0.7,12.7,Mata Atlantica,GO,0,0,0
25.4,69.0,7.6,0.0,30,303.6,1.5,65.0,0.7,5.4,Mata Atlantica,GO,0,0,1
25.4,69.0,7.6,0.0,30,301.8,0.7,65.0,0.7,6.4,Mata Atlantica,GO,0,0,0
25.4,69.0,7.6,0.0,30,319.4,1.6,65.0,0.7,16.9,Mata Atlantica,GO,0,0,0
25.4,69.0,7.6,0.0,30,307.3,2.9,65.0,0.5,15.6,Cerrado,GO,0,0,0
25.4,69.0,7.6,0.0,30,304.3,2.5,65.0,0.5,10.1,Cerrado,GO,0,0,1
25.4,69.0,7.6,0.0,30,301.6,1.6,65.0,0.7,7.8,Mata Atlantica,BA,0,0,1
25.4,69.0,7.6,0.0,30,304.8,1.5,65.0,0.7,15.6,Mata Atlantica,GO,0,0,0
25.4,69.0,7.6,0.0,30,319.8,2.2,65.0,0.7,5.0,Mata Atlantica,GO,0,0,0
25.4,69.0,7.6,0.0,30,307.5,2.0,65.0,0.7,12.0,Mata Atlantica,GO,0,0,0
25.4,69.0,7.6,0.0,30,302.7,1.7,65.0,0.7,21.4,Mata Atlantica,GO,0,0,1
25.4,69.0,7.6,0.0,30,323.2,3.2,65.0,0.7,11.0,Mata Atlantica,GO,0,0,0
25.4,69.0,7.6,0.0,30,301.1,1.4,65.0,0.7,6.1,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,300.4,0.9,65.0,0.7,12.1,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,303.9,0.9,65.0,0.7,7.6,Mata Atlantica,BA,0,0,1
25.4,69.0,7.6,0.0,30,299.3,1.9,65.0,0.7,3.0,Mata Atlantica,BA,0,0,1
25.4,69.0,7.6,0.0,30,341.8,1.9,65.0,0.7,13.5,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,304.5,3.0,65.0,0.7,15.6,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,312.0,0.9,65.0,0.7,8.4,Mata Atlantica,BA,0,0,1
25.4,69.0,7.6,0.0,30,327.1,3.8,65.0,0.7,8.1,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,301.9,0.7,65.0,0.5,5.2,Cerrado,TO,0,0,1
25.4,69.0,7.6,0.0,30,299.8,0.7,65.0,0.5,9.3,Cerrado,TO,0,0,1
25.4,69.0,7.6,0.0,30,319.9,2.8,65.0,0.7,7.2,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,300.7,0.7,65.0,0.7,4.9,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,305.9,0.7,65.0,0.7,19.5,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,302.6,1.3,65.0,0.7,12.3,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,321.4,2.1,65.0,0.7,12.9,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,308.5,2.1,65.0,0.7,14.4,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,302.9,1.1,65.0,0.7,13.9,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,314.3,1.7,65.0,0.7,7.9,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,325.4,1.6,65.0,0.7,11.4,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,308.2,1.6,65.0,0.7,8.7,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,318.6,2.3,65.0,0.7,12.2,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,301.3,1.6,65.0,0.7,11.7,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,299.4,1.0,65.0,0.7,8.1,Mata Atlantica,??,0,0,0
25.4,69.0,7.6,0.0,30,315.8,1.0,65.0,0.7,3.4,Mata Atlantica,??,0,0,1
25.4,69.0,7.6,0.0,30,299.1,0.9,65.0,0.5,10.7,Desconhecido,SP,0,0,0
25.4,69.0,7.6,0.0,30,305.4,0.8,65.0,0.7,9.0,Mata Atlantica,??,0,0,0
25.4,69.0,7.6,0.0,30,320.1,1.3,65.0,0.7,0.5,Mata Atlantica,??,0,0,0
25.4,69.0,7.6,0.0,30,314.2,8.5,65.0,0.7,12.5,Mata Atlantica,??,0,0,0
25.4,69.0,7.6,0.0,30,331.8,8.5,65.0,0.7,14.8,Mata Atlantica,??,0,0,0
25.4,69.0,7.6,0.0,30,303.6,1.0,65.0,0.7,22.6,Mata Atlantica,SP,0,0,0
25.4,69.0,7.6,0.0,30,301.6,0.8,65.0,0.7,8.0,Mata Atlantica,SP,0,0,0
25.4,69.0,7.6,0.0,30,301.1,1.1,65.0,0.7,7.3,Mata Atlantica,SP,0,0,1
25.4,69.0,7.6,0.0,30,312.3,1.7,65.0,0.7,4.5,Mata Atlantica,??,0,0,1
25.4,69.0,7.6,0.0,30,305.0,1.7,65.0,0.7,11.0,Mata Atlantica,??,0,0,1
25.4,69.0,7.6,0.0,30,314.0,2.7,65.0,0.7,11.0,Mata Atlantica,??,0,0,1
25.4,69.0,7.6,0.0,30,309.0,2.7,65.0,0.7,5.9,Mata Atlantica,??,0,0,0
25.4,69.0,7.6,0.0,30,324.6,3.3,65.0,0.7,9.1,Mata Atlantica,??,0,0,0
25.4,69.0,7.6,0.0,30,331.8,2.7,65.0,0.7,0.1,Mata Atlantica,??,0,0,0
25.4,69.0,7.6,0.0,30,317.0,3.3,65.0,0.7,14.6,Mata Atlantica,??,0,0,0
25.4,69.0,7.6,0.0,30,317.8,1.8,65.0,0.7,6.1,Mata Atlantica,??,0,0,0
25.4,69.0,7.6,0.0,30,328.4,3.1,65.0,0.7,9.8,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,307.5,1.1,65.0,0.7,2.9,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,301.5,0.9,65.0,0.7,7.1,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,303.0,0.8,65.0,0.7,8.6,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,310.3,1.0,65.0,0.7,9.9,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,305.0,0.6,65.0,0.7,12.4,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,306.5,0.6,65.0,0.7,17.2,Mata Atlantica,MG,0,0,1
25.4,69.0,7.6,0.0,30,303.6,1.5,65.0,0.7,13.7,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,298.8,1.1,65.0,0.7,14.8,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,301.9,1.8,65.0,0.7,17.2,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,307.2,1.1,65.0,0.7,12.8,Mata Atlantica,MG,0,0,1
25.4,69.0,7.6,0.0,30,302.9,1.3,65.0,0.7,9.8,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,309.8,1.5,65.0,0.7,15.0,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,302.9,0.6,65.0,0.7,15.4,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,301.6,0.7,65.0,0.7,13.2,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,298.5,0.9,65.0,0.7,2.7,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,306.1,0.9,65.0,0.7,5.8,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,306.1,0.9,65.0,0.7,8.6,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,299.3,1.4,65.0,0.7,13.9,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,300.0,2.2,65.0,0.7,9.9,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,301.6,2.0,65.0,0.7,15.7,Mata Atlantica,MG,0,0,1
25.4,69.0,7.6,0.0,30,303.3,1.5,65.0,0.7,16.6,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,302.8,1.1,65.0,0.7,16.0,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,295.8,0.6,65.0,0.7,16.0,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,301.2,0.9,65.0,0.7,4.8,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,302.5,0.9,65.0,0.7,12.4,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,300.1,0.9,65.0,0.7,7.0,Mata Atlantica,MG,0,0,1
25.4,69.0,7.6,0.0,30,301.9,1.3,65.0,0.7,1.8,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,310.0,1.3,65.0,0.7,8.6,Mata Atlantica,MG,0,0,1
25.4,69.0,7.6,0.0,30,311.8,2.4,65.0,0.7,16.6,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,308.1,1.2,65.0,0.7,12.3,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,300.6,0.8,65.0,0.7,20.1,Mata Atlantica,GO,0,0,1
25.4,69.0,7.6,0.0,30,322.6,1.9,65.0,0.7,10.9,Mata Atlantica,GO,0,0,1
25.4,69.0,7.6,0.0,30,346.4,5.3,65.0,0.7,22.2,Mata Atlantica,GO,0,0,0
25.4,69.0,7.6,0.0,30,328.3,5.7,65.0,0.7,10.9,Mata Atlantica,GO,0,0,1
25.4,69.0,7.6,0.0,30,307.7,1.9,65.0,0.7,10.1,Mata Atlantica,GO,0,0,0
25.4,69.0,7.6,0.0,30,345.5,3.5,65.0,0.7,3.6,Mata Atlantica,GO,0,0,1
25.4,69.0,7.6,0.0,30,319.3,1.9,65.0,0.7,15.6,Mata Atlantica,GO,0,0,1
25.4,69.0,7.6,0.0,30,318.9,3.5,65.0,0.7,7.5,Mata Atlantica,GO,0,0,0
25.4,69.0,7.6,0.0,30,299.8,0.4,65.0,0.7,6.8,Mata Atlantica,GO,0,0,1
25.4,69.0,7.6,0.0,30,324.6,1.9,65.0,0.7,16.4,Mata Atlantica,GO,0,0,0
25.4,69.0,7.6,0.0,30,314.8,1.1,65.0,0.7,15.8,Mata Atlantica,GO,0,0,0
25.4,69.0,7.6,0.0,30,319.6,1.1,65.0,0.7,15.7,Mata Atlantica,GO,0,0,0
25.4,69.0,7.6,0.0,30,297.4,1.0,65.0,0.45,8.2,Pampa,RS,0,0,0
25.4,69.0,7.6,0.0,30,301.9,1.8,65.0,0.45,9.7,Pampa,RS,0,0,1
25.4,69.0,7.6,0.0,30,298.9,0.9,65.0,0.45,9.7,Pampa,RS,0,0,0
25.4,69.0,7.6,0.0,30,296.3,0.9,65.0,0.45,13.9,Pampa,RS,0,0,0
25.4,69.0,7.6,0.0,30,314.1,2.1,65.0,0.45,17.8,Pampa,RS,0,0,1
25.4,69.0,7.6,0.0,30,301.8,0.6,65.0,0.8,11.8,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,307.2,1.3,65.0,0.8,19.9,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,313.2,1.4,65.0,0.8,14.5,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,305.1,1.4,65.0,0.8,8.8,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,304.4,2.1,65.0,0.8,14.1,Amazonia,PA,0,0,0
